index,name,n_atoms,DFT_energy_pa,M3G_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
10,structure_1007.xyz,71,-8.563852496197184,-8.588338502695862,-0.024486006498678492,0.024486006498678492,0.12189100867047747,0.17889025749434068,0.7862234748899937,0.011856321651091406,0.016442961158840117,0.022359589082093123,0.023189556232429267,0.01677663903683424,0.030924229882657528,0.0193778983267876,0.0010407389781903476,-0.0027977569261565804,-0.0002206667559221387
11,structure_1008.xyz,71,-8.565663245352113,-8.587843344245158,-0.022180098893045397,0.022180098893045397,0.1185166565628435,0.17314462593414937,0.7975325435400009,0.012235862040445985,0.01644097187878438,0.022594303532969207,0.023126250520315073,0.019765516743063927,0.029529551975429058,0.018487841880414635,0.0011173849779879674,-0.0039782439125701785,0.0005366327532101423
12,structure_1009.xyz,71,-8.568213994929577,-8.587832168794014,-0.019618173864436983,0.019618173864436983,0.11931805261940927,0.17360653922395852,0.7928341180086136,0.011228910494537558,0.015724963920314215,0.02150858527359863,0.022197226244800992,0.016931598773226142,0.02922246465459466,0.018371692392975092,0.0004876790480921045,-0.0022921484196558595,6.78796786814928e-05
13,structure_101.xyz,70,-8.575998517142857,-8.589385986328125,-0.01338746918526823,0.01338746918526823,0.12387598362706956,0.1604408490815737,0.446770504117012,0.009782085455564507,0.014094999390551883,0.01883856455485026,0.019908334370573398,0.013462299481034279,0.027890440076589584,0.015162954106926918,4.961069635101012e-06,-0.001647269577915722,0.0005245884212854435
14,structure_1010.xyz,71,-8.569222225211266,-8.58658739546655,-0.017365170255283502,0.017365170255283502,0.12314800750149764,0.17698706941650083,0.7873727977275848,0.01059404911211459,0.015177657312679992,0.020668101807435352,0.021456257402918927,0.015064498409628868,0.028593432158231735,0.018346374854445457,-0.00019380194135010242,-0.0008879725355654955,-0.00047821477346587926
15,structure_1011.xyz,71,-8.570983862957746,-8.588774345290492,-0.01779048233274594,0.01779048233274594,0.12603539790421658,0.17859468664991057,0.7742897924035788,0.011705629217127958,0.0165324710947709,0.022648158793648083,0.023366395241594614,0.01664071879349649,0.030396032379940152,0.02090772520750761,-0.0011056786170229316,0.00043799285776913166,-0.0007456274470314384
16,structure_1012.xyz,71,-8.571450726901409,-8.589729416538292,-0.018278689636883172,0.018278689636883172,0.12911891196877642,0.1797691123700477,0.7670058459043503,0.01268145716555106,0.01745165217431364,0.023995911857734125,0.02463969354653307,0.017854411620646715,0.0313884150236845,0.022744908928871155,-0.0018526067724451423,0.0012940280139446259,-0.0009543726337142289
17,structure_1013.xyz,71,-8.572911396619718,-8.590546943772008,-0.017635547152289988,0.017635547152289988,0.12803393958594672,0.17860128668420014,0.7550445646047592,0.012694897860152802,0.01753745586744844,0.02414262667298317,0.024757084331506023,0.01815936714410782,0.0314028225839138,0.022865690290927887,-0.0022180552186910063,0.0012881545844720677,-0.0002352973388042301
18,structure_1014.xyz,71,-8.573798892112675,-8.590983646016726,-0.01718475390405061,0.01718475390405061,0.128481664051043,0.17901591460110394,0.7363911718130112,0.012539407689473592,0.016887636941994334,0.023292962316190824,0.023806651414992355,0.017836685088695958,0.029757893178611994,0.02228430868126452,-0.0026338514289818704,0.0017062873230315745,0.0010174204362556338
19,structure_1015.xyz,71,-8.574600106056337,-8.591030926771566,-0.016430820715228833,0.016430820715228833,0.1273851351602538,0.17812794166935872,0.7496322533115745,0.011886231072518664,0.016307180282463852,0.022579726452628773,0.023015826733385696,0.01785721001215279,0.028560339473187923,0.0213216298725456,-0.0019281980348750949,0.0016252292844001204,2.477975795045495e-05
20,structure_1016.xyz,69,-8.583111004492753,-8.591205983922102,-0.008094979429348115,0.008094979429348115,0.11157101050587309,0.14615789115530442,0.5439482610672712,0.00931425499281128,0.013610032968031104,0.018150197885309655,0.019238031621453953,0.012599076377227902,0.02708181692287326,0.014769700355827808,-0.000997960174572654,0.0002408907821518369,-0.0001960853442142252
21,structure_1017.xyz,68,-8.60193958764706,-8.598363539751839,0.003576047895220924,0.003576047895220924,0.07146059697722604,0.09162232458900177,0.22733765278826468,0.005577469792034255,0.008322092255731184,0.010488461198292498,0.011712647443450422,0.009464927890803665,0.017323338037385838,0.004677117666687991,-2.497027651315875e-08,0.001996240623510115,-3.169563541405296e-06
22,structure_1018.xyz,71,-8.574701858591549,-8.59083750550176,-0.016135646910210966,0.016135646910210966,0.12753862307995256,0.17815616139346085,0.7561737820506096,0.011667110517616189,0.01597832812946616,0.02213605974490444,0.022558058358528865,0.017623825930058956,0.028000651858747005,0.020783701445907354,-0.0016008718775992747,0.0015857851976761594,-0.0004078267957083881
23,structure_1019.xyz,71,-8.575100515070423,-8.592159647337148,-0.017059132266725285,0.017059132266725285,0.1267715950129264,0.17568514819939024,0.7478780916426331,0.012474967464489358,0.016798079447116334,0.023288076142004382,0.023696209593264937,0.01905814604833722,0.029320254048798233,0.021485828328877687,-0.0014052641890884843,0.0020525549625745043,-0.0015277572092600167
24,structure_102.xyz,70,-8.577305647285714,-8.58787841796875,-0.010572770683035415,0.010572770683035415,0.12180018867546183,0.1599229127750038,0.45174821093678474,0.008912031154712471,0.013017778505789147,0.017320933441321056,0.01839509679444823,0.011693183332681656,0.02594803459942341,0.014321582391858101,6.247618557608803e-06,-0.0012549742432383937,-0.00024816474251565523
25,structure_1020.xyz,71,-8.575101066478874,-8.592129559584066,-0.017028493105192055,0.017028493105192055,0.12678724712552625,0.17574893926425683,0.7474984806030989,0.012371014122739629,0.01665476840612023,0.02308266070516159,0.023493135876545817,0.018863500095903873,0.029107126058079302,0.0212773559615016,-0.0014165307111397851,0.0020606140606105328,-0.0015009578492026776
26,structure_1021.xyz,71,-8.57537263084507,-8.592205208791814,-0.016832577946743754,0.016832577946743754,0.12646169793642614,0.17566910948814293,0.7493108175694942,0.012265702356974847,0.016528550149229493,0.022817508007089298,0.02330819596041585,0.018306560581550002,0.029396002180874348,0.02074996125884354,-0.0013627350363094592,0.002304523251950741,-0.0014744318323209882
